file,org,doc_type,effective_date,applies_to,banned_uses,permitted_uses,phi_rule,disclosure_rule,assessment_rule,secure_tools_named,enforcement,aamc_alignment
raw/us-med-schools/howard-university--initial-genai-tools-guidelines.md,Howard University Office of the Provost,guidance,,students;faculty,"According to the Academic Code of Student Conduct, it is a cause for concern when students submit work for assessment as their own, which has been substantially created using artificial intelligence tools or other content-generating tools without obtaining permission from the instructor.",,,Fairness and transparency are key to hosting an innovative and safe learning environment.,,ChatGPT (named as example AI writing tool),"Schools, colleges, departments, and faculty should develop their own AI policies with clear parameters and penalties for violation; any instructor has the right to inquire about a student's authorship of AI-related work, and students may defend themselves against such allegations.",no
raw/us-med-schools/kcu--harnesses-ai-medical-education-blog.md,Kansas City University,curricular,,students,,,,,,,,no
raw/us-med-schools/kcu--medicine-reimagined-ai-blog.md,Kansas City University,curricular,,students,,"KCU-COM curriculum includes comprehensive AI training beginning in year one: prompt crafting, refining system outputs, computer vision and language generation in clinical scenarios, data-analysis module on health data.","Case-based discussions and class debates encourage students to think critically about patient privacy, fairness in algorithms and how to balance speed with equity in clinical decision-making.",,,,,no
raw/us-med-schools/kcu-library--introduction-to-ai.md,Kansas City University Library,guidance,,students;faculty,,"AI tools available through library databases (e.g., Scopus AI for summaries and concept maps).",,,Each college has empowered instructors and advisors to set their own standards and communicate them to students.,,,no
raw/us-med-schools/ku--responsible-ai.md,University of Kansas,guidance,,students;faculty;staff,,"Policies apply based on the activity and data involved, rather than the specific technology used (data privacy, security, research integrity, academic conduct, acceptable use); KUMC AI Steering Committee provides strategic leadership and governance for responsible AI use.",,Transparency: AI use should be open and understandable to those affected.,,,"Follow university policies, use approved tools, and safeguard sensitive data.",no
raw/us-med-schools/kumc--ai-steering-committee.md,University of Kansas Medical Center,guidance,,institution,,"AI Steering Committee provides strategic leadership and governance for the responsible use of artificial intelligence across academics, administration, and research at KU Medical Center.",,,,,,no
raw/us-med-schools/lecom--college-of-medicine-catalog-2025-2026.md,Lake Erie College of Osteopathic Medicine,handbook section,2025-2026 academic year,students,,,"Any violation of HIPAA, including placing HIPAA protected information on personal electronic devices or transmitting such information to home e-mail addresses (professionalism conduct standard; catalog contains no AI-specific policy).",,,,"Honor Code; Code of Student Conduct and Discipline; adjudication of Honor Code Violations (general academic-conduct framework, not AI-specific).",no
raw/us-med-schools/loyola-stritch--student-handbook-2025-2026.pdf.md,Loyola University Chicago Stritch School of Medicine,handbook section,2025-2026 (updated 8/19/25),students,"A student's presentation of academic work, in whole or part from any source (e.g., published literature, web resources, generative AI, third parties such as ghostwriters) as their own (whether paraphrased or copied in verbatim) is unacceptable and constitutes an academic integrity violation.",,Compliance with HIPAA rules includes maintaining confidentiality of paper and electronic health records and protected health information; all students are required to complete HIPAA training.,Failure to disclose the unapproved use of AI is a violation of our professional standards.,,,,no
raw/us-med-schools/meharry-sacs--artificial-intelligence-program.md,Meharry Medical College (School of Applied Computational Sciences),curricular,,students,,"MS in Artificial Intelligence program: 14 courses, 42 graduate credits, culminating in an industry-type capstone.",,,,,,no
raw/us-med-schools/miami-miller--ai-in-medical-education-resources.md,University of Miami Miller School of Medicine,guidance,,faculty;students,,"Resources page centralizes guides, instructional frameworks, toolkits, and best practices for ethical and effective integration of AI into medical teaching, learning, assessment, and scholarly work.",,,,UM AI Tools;Gemini;Copilot;ChatGPT;Claude;Louis Calder Memorial Library curated AI guide,,no (LCME@aamc.org contact in footer only)
raw/us-med-schools/miami-miller--ai-in-medical-education.md,University of Miami Miller School of Medicine (Office of AI in Medical Education),guidance,,faculty;students;trainees;staff,,,"We strictly observe FERPA, HIPAA, and IRB requirements, prioritize institutionally approved and compliant AI tools, and incorporate privacy by design in all data practices.","We emphasize unbiased approaches to learning and assessment, require transparency in all AI tools and models, and maintain thorough documentation; all activities comply with the Miller School's AI policies, with clear expectations for disclosure and ethical conduct.","Vision: assessment is trustworthy and competency based; faculty development empowers faculty to adopt AI responsibly in teaching, assessment, and mentorship.",,,no
raw/us-med-schools/morehouse-sm--service-desk-ai-policies-guidelines.md,Morehouse School of Medicine,guidance,,students;faculty,,"During the 2024-2025 academic year, Academic Affairs established an Academic Policy Working Group to develop generative AI guidance for both student learning and faculty instruction.",,,,,,no
raw/us-med-schools/morehouse-sm--student-handbook-student-use-of-ai.md,Morehouse School of Medicine,formal policy,2026-2027 handbook,students,"Tools that may not be used for these assignments include chat GPT, GPT-4, Copilot, Google Bard, and other similar tools.","The use of generative AI tools in study, learning, and assignments where this is permitted can be an important aspect of learning.",,,"Unless otherwise specified in the specific in-class/closed resource examination/assessment, use of generative AI content tools for examinations/assessments that are specifically not ""open book/open resource"" constitutes academic dishonesty.",ChatGPT;GPT-4;Copilot;Google Bard (named in prohibition),Will be grounds for SAPP referral; students inappropriately using such resources will be subject to dismissal.,no
raw/us-med-schools/nova-kpcom--student-handbook-academic-standards-genai.md,Nova Southeastern University Kiran C. Patel College of Osteopathic Medicine,handbook section,2025-2026,students,(captured text covers general academic-responsibility standards; no AI-specific provision visible in extract),,,Work is not original when copied from any other source unless such copying is acknowledged by the person submitting the work at the time of submission; standards of scholarship require that the writer give proper acknowledgment when the thoughts and words of another author are used.,,,"Violations of academic responsibility include plagiarism, any form of cheating, conspiracy to commit academic dishonesty, misrepresentation, bribery, forging or altering documents.",no
raw/us-med-schools/nova-su--libguide-ai-at-nsu.md,Nova Southeastern University Libraries,guidance,last updated 2026-06-17,students;faculty,,"Library-licensed AI databases: O'Reilly Answers, ScienceDirect AI, IBISWorld, Oxford Academic Research Assistant; Faculty Resources for AI webpage.",,,,O'Reilly Answers;ScienceDirect AI;Oxford Academic Research Assistant (library-licensed),,no
raw/us-med-schools/nova-su-lec--responsible-use-of-genai-infographic.md,Nova Southeastern University Learning and Educational Center,guidance,,students;faculty,,"Responsible Use of Generative AI with F.A.S.T.E.R. framework (Fact-check, Aware of bias, Secure, Transparent, Ethical, Responsible).",,TRANSPARENT: Identify content that has been produced using GAI; notify users that they are interacting with an AI tool; document decisions.,,,,no
raw/us-med-schools/ou-hsc--libguide-artificial-intelligence-and-genai.md,University of Oklahoma Health Sciences Center (LibGuide),guidance,,students;faculty,,,,,,,,no
raw/us-med-schools/penn-state--ai-guidelines.md,Penn State University,guidance,,students;faculty;staff,"Ownership and licensing of AI outputs vary depending on the platform and its terms of service, and in many cases you may not hold a copyright over AI-generated work at all.",Penn State supports the responsible exploration and use of AI; Adobe Firefly is the approved image generation tool for distributed images.,,,Use of AI Software to Assist with Grading Student Work is classified as courseware: instructors need approval from the department head and dean (or commonwealth campus leadership) prior to use; EEAAP required if accessibility gaps identified.,Adobe Firefly (approved image generation);ChatGPT;Standard Copilot;M365 Copilot (EEAAP templates provided),,no
raw/us-med-schools/penn-state-com--harrell-library-genai-guide.md,Penn State College of Medicine (Harrell Health Sciences Library),guidance,last updated 2026-08-28,students;faculty;staff,,"AI Essentials course and AI literacy training encouraged for faculty, staff and students.",PSU Copilot is not HIPAA compliant. College of Medicine employees and students should consult with CoM IT for specific guidance and consider using the CoM instance of M365 if handling PHI information.,,,Claude;Gemini;ChatGPT (available in the AI Studio);Copilot (AI Guides support),,no
raw/us-med-schools/penn-state-com--md-student-handbook.md,Penn State College of Medicine,handbook section,,students (MD and PA);faculty,Submitting AI-generated work as one's own without disclosure will constitute an academic integrity violation and misconduct.,,Students shall follow the privacy regulations set forth in the Health Insurance Portability and Accountability Act (HIPAA) at all times.,Submitting AI-generated work as one's own without disclosure will constitute an academic integrity violation and misconduct.,Violations in Academic Integrity are investigated at the level of the course or clerkship with assistance of the Office of Evaluation and Assessment and may be referred to the Academic Progress Committee.,"This policy applies to the use of all generative AI tools, including but not limited to Chat GPT, Grammarly, Copilot, and other AI tools, including those provided by the university.",Academic Integrity Policy G-9 lists violations that are grounds for adverse actions and/or dismissal from the MD or PA program; Student Conduct process; Appeals Committee review.,"no (cites AAMC EPAs, Core Competencies, and VSLO for competencies/admissions — not AI principles)"
raw/us-med-schools/rosalind-franklin--library-ai-guide.md,Rosalind Franklin University (Library),guidance,,faculty;students,,"Research tools listed: Consensus (search engine for scientific research), Elicit.org (scholarly literature from research questions).",,,,Consensus;Elicit.org (library-listed research tools),,no
raw/us-med-schools/rosalind-franklin-cms--policies.md,Rosalind Franklin University Chicago Medical School,guidance,,students,,,,,,,,no
raw/us-med-schools/rush--cte-faculty-guide-to-ai.md,Rush University (Center for Teaching Excellence and Innovation),guidance,,faculty;students,,"Educators should design AI-enabled activities that encourage student engagement, critical thinking, and creativity; set clear policies on whether AI tool use is permitted for assignments.",,Require your students to declare their use of AI sources with an AI Use Disclosure (or other statement) that describes which tool they used and how they used it; include even if only used for brainstorming; cite the specific AI-generated content used.,"With AI detection proving to be unreliable, instructors should design assignments that ensure authentic assessments that mitigate (or incorporate) AI use, focusing on higher-order thinking skills.",ChatGPT (named as text AI example),,no
raw/us-med-schools/rush--library-guide-ai-resources-for-students.md,Rush University (Library),guidance,,students,"If you are trying to find a reference provided by ChatGPT, be aware that it may not exist.",,,,"Students must be informed of AI course policies and under what circumstances they might responsibly use generative AI; for students in clinical situations or at off-site clinical locations, refer to the location's policy on AI use for clinical work.",,Any student's failure to comply with the statement on the use of generative AI tools in a course syllabus is considered a violation of academic integrity and subject to the same penalties stated in Rush University's Student Code of Conduct Policy (UAC0030) and the Academic Honesty Policy (UAC0031).,no
raw/us-med-schools/rush--library-guide-rush-ai-policy.md,Rush University (Library),guidance,,students;faculty,,"Policy UAC0039 Generative Artificial Intelligence Use at Rush University addresses the use of generative AI tools in academic and clinical courses, to uphold Rush's reputation of academic excellence and integrity.",,,,,University Policy UAC0039 Generative Artificial Intelligence Use at Rush University (Category: Student and Academic).,no
raw/us-med-schools/shsu-com--medical-ai-institute.md,Sam Houston State University College of Osteopathic Medicine,curricular,,institution,,"Medical Artificial Intelligence Institute brings together clinicians, researchers, educators, and industry leaders to shape how AI improves healthcare delivery, medical training, and patient outcomes, leveraging SHSU-COM's clinical education and GME network across Texas.",,,,,,no
raw/us-med-schools/shsu-com--student-handbook.md,Sam Houston State University College of Osteopathic Medicine,handbook section,,students,"(no AI-specific provisions in captured text; exam-integrity and honor-code rules apply, e.g., recording or sharing examination questions is considered academic dishonesty)",,"Students receive HIPAA, OSHA, and Bloodborne Pathogen training during orientation; students must complete additional training (HIPAA, lab safety, biosafety) when appropriate (general conduct standard, not AI-specific).",,,,Academic Honor Code per SHSU Academic Policy Statement 810213; SPAP committee may invoke disciplinary measures up to and including dismissal; COCA-accredited program.,no
raw/us-med-schools/slu--academic-integrity-policy.pdf.md,Saint Louis University,formal policy,version 3.1 effective 2026-08-19 (amended by UADD 2026-04-09),"undergraduate and graduate students (except courses delivered by the School of Law, the School of Medicine, the Center for Advanced Dentistry Education, and the Madrid campus)","Using assistance, notes, aids, artificial intelligence or other technology, cell phones, calculators, translation software, or internet-based applications not authorized by the instructor in taking quizzes or examinations or to complete assignments.","Thoughts, words, or data created by another source other than the student are permitted only when explicitly permitted by the instructor.",,"Students practice academic integrity by acknowledging the source of information whether taken from another person, artificial intelligence, or other technology.",Academic integrity is the foundation of the academic assessment process; violations include copying from another student's examination or work and acquiring or disseminating any academic form of assessment without prior approval.,,"Minimum standards for reporting and adjudicating violations; Faculty-Guided Resolution or Academic Hearing Panel; sanctions may include a lowered, failing, or zero grade on the examination or assignment.",no
raw/us-med-schools/slu--complete-ai-guidelines.md,Saint Louis University (Provost's AI Guidelines),guidance,,students;faculty;staff,"SLU community members must not input any restricted use data into generative AI tools;must not input confidential data except when permitted by validated contract language and security controls approved by ITS;must not input personal information about SLU employees, students, faculty or other stakeholders except when permitted by ITS-approved controls;prohibited from using generative AI tools to produce malicious content;Unless an instructor includes a clear statement in their syllabus granting permission, the use of generative AI tools to complete an assignment or exam is prohibited;some funding agencies (e.g., NIH, NSF) prohibit using generative AI for peer review;must not hold out any output generated by generative AI tools as their own","When permitted by the instructor, students are encouraged to acknowledge and properly cite any use of AI applications; instructors encouraged to insert a syllabus statement regarding GAI; training on effective, ethical and legal use of AI expected before using tools that implicate policy considerations.","Privacy and data security: AI use must comply with SLU data protection policies and relevant laws (e.g., FERPA, HIPAA, GDPR).","Usage of AI tools in academic work, research, or administrative activities must be clearly disclosed; members who leverage generative AI to produce any written materials or work product must disclose that those materials and work product are based on or derives from the use of generative AI; always be transparent if relying on the output of a generative AI tool.",AI technologies must be assessed for potential biases and actively designed to promote equity; careful consideration should be given when deciding if the use of these tools is appropriate for assessing student work; instructors should not inappropriately employ GAI in formative and summative assessment of student learning.,,Unauthorized use of AI will be treated similarly to unauthorized assistance and/or plagiarism; AI systems used in critical administrative functions such as admissions and hiring must be regularly audited for fairness and accuracy; SLU Madrid requires approval from the data protection officer.,no
raw/us-med-schools/temple-katz--ai-task-force.md,Temple University Lewis Katz School of Medicine,guidance,,faculty;staff;students,,"Katz AI Task Force with six specialized subcommittees (Curriculum/Education and Faculty AI Training; Compliance, Risk, and Ethics; etc.); will align with the University and Temple Health AI task forces for a coordinated enterprise-level approach.",,"Task force will guide development of an AI resource section for the Katz Portal providing updates, guidance, and communication materials, helping to ensure transparency and clear communication.",,,,no
raw/us-med-schools/touro-tuncom--libguide-ai-in-medical-education.md,Touro University Nevada College of Osteopathic Medicine (LibGuide),guidance,,students,,,,,,,"The Touro University System (TUS) Academic Integrity Policy defines plagiarism, cheating, and other unethical conduct, including in the context of use of AI.",no
raw/us-med-schools/touro-university--academic-integrity-ai-addendum.md,Touro University System,formal policy,effective 2026-01-01 (syllabus statements required),students;faculty;staff,"Use of AI-generated text or output to write, complete, or substantially develop any portion of a graded assessment is not permitted (default rule absent explicit instructor statement);Use of agentic AI tools, which are AI systems that generate text or outcomes with minimal human direction or oversight, is prohibited for all graded assessments;Use of non-approved AI platforms is prohibited on TUS machines;AI tools may not be used to deceive, manipulate, or harm others","Touro University encourages the responsible use of AI tools to enhance learning and research; use of generative AI tools is permitted for pre-task support activities; permitted for grammar correction and language editing; instructors may permit unrestricted AI usage, limited AI usage, or ban AI use for specified assignments.",Only AI tools approved by the university (which are available through the TouroOne Portal) are to be used when working with confidential or personally identifiable information (PII).,"Any use of AI tools in student work must be acknowledged; if a student uses AI and does not acknowledge said use, regardless of any statements made or not made in the syllabus, it is considered plagiarism and subject to disciplinary proceedings and sanctions.","Instructor Autonomy: at their discretion, instructors may permit unrestricted AI usage, limited AI usage, or ban AI use for specified assignments and graded assessments.",University-approved AI tools via TouroOne Portal;Copilot;ChatGPT (in acknowledgement/citation examples),"Violations fall under the broader TUS Academic Integrity Policy and may result in sanctions up to and including expulsion; use of non-approved platforms may result in academic, legal, or disciplinary consequences; students using non-approved platforms assume full responsibility for any academic, legal, or ethical consequences.",no
raw/us-med-schools/touro-university--ai-policy.md,Touro University,guidance,,students;faculty;staff,,,,,,,Formal policy framework still in development; existing Touro academic integrity policies now include guidelines related to responsible student and faculty use of AI tools.,no
raw/us-med-schools/ttuhsc--artificial-intelligence-use.md,Texas Tech University Health Sciences Center,formal policy,,students;faculty;staff,"Until formal approval is confirmed, AI tools must not be used with protected or confidential information without prior review.",TTUHSC OP 52.21 Acceptable Use of AI Tools: AI tools may be used when appropriate and in compliance with institutional policy; approved AI tools that meet institutional privacy and security standards currently under evaluation.,"Compliance page poses ""Can I enter patient information into an AI tool?"" among key FAQs under OP 52.21.",,"Cross-functional committee approves AI policies, reviews and assesses AI tools and associated risks, monitors performance and compliance, evaluates vendors, oversees training, and addresses reported concerns.",,TTUHSC OP 52.21 Acceptable Use of AI Tools; cross-functional AI committee oversight; required AI training course and quiz.,no
raw/us-med-schools/tufts-university--it-guidelines-use-genai-tools.md,Tufts University Technology Services,guidance,,faculty;staff;students,"Faculty and staff must not use unapproved AI tools for Tufts business, instruction, research, or administration without review and approval, especially when institutional data is involved.","When available, faculty, staff, and students should use AI tools that are approved, licensed, or supported by Tufts (reviewed for privacy and data protection, security and compliance, accessibility, contractual and licensing terms).","AI use must comply with all applicable laws and regulations, including but not limited to: FERPA, HIPAA, Research and human-subjects protections, Copyright and intellectual property laws, Accessibility requirements. Special care is required when AI is used in clinical, research, or student-facing contexts.","Users should be aware of whether vendor terms allow training or fine-tuning on user inputs, which may conflict with Tufts policies or legal obligations if not reviewed.",,,"Guidance grounded in Tufts values, academic integrity, data stewardship, and respect for privacy; students should understand that using AI tools does not transfer ownership, authorship, or responsibility.",no
raw/us-med-schools/u-arizona--ai-guidelines-and-principles.md,University of Arizona,guidance,,students;faculty,Using AI without permission may violate the Code of Academic Integrity and could be treated as academic misconduct.,"No single university-wide policy specific to AI; instructors encouraged to set clear expectations; sample syllabus language based on a Red-Yellow-Green model (AI prohibited, allowed with permission, or actively encouraged); College of Medicine (Tucson) Policy on Student Use of AI listed among localized approaches.",,"For instructors: To support transparency and fairness, clearly communicate your expectations for AI use in your syllabus.",,,"Use of generative AI tools in coursework is guided by the Code of Academic Integrity, which prohibits all forms of academic dishonesty.",no
raw/us-med-schools/u-arizona-phoenix--ai-use-by-students-policy.md,University of Arizona College of Medicine - Phoenix,formal policy,,students,"Unless explicitly permitted by a course director, any use of generative AI for an assessment or assignment is prohibited;AI tools may not be used to write histories, perform physical exams, or create assessments and plans for patient care in the foundational and clinical phases of the curriculum;AI tools that do not meet HIPAA standards must not be used for processing or storing any form of PHI;AI should not be used in direct patient interactions unless authorized by supervising faculty","AI may be used for educational purposes, such as studying, researching medical literature, and understanding complex topics; students are strongly encouraged to only use AI tools that allow users to opt out of having submitted data used for the system's own training.",Students must ensure that PHI is only used with approved AI systems and shared in a secure manner; AI tools used for clinical documentation must be certified as HIPAA-compliant; the user is responsible for ensuring clinical use of AI is compliant with HIPAA regulations.,"Students must be transparent about AI usage and accountable for their work; any use of AI tools in assignments, research, clinical documentation, or other academic work must be clearly cited according to institutional guidelines; students must describe the nature and extent of AI assistance.","All student contributions to any assessment or assignment must represent the student's own, original work.",ChatGPT;Claude;OpenEvidence (named as examples),Any suspected or evident violations of AI use can be considered a potential professionalism report or honor code violation (Honor Code Committee and Procedures and Process for Dismissal).,no
raw/us-med-schools/u-arizona-tucson--policy-on-student-use-of-ai.pdf.md,University of Arizona College of Medicine - Tucson,formal policy,2024-11-13,students (all phases of the MD program),"AI tools may not be used for writing History and Physicals (H&Ps) in the Doctor & Patient Course;Assessments and assignments: all student contributions must represent the student's own, original work.","AI tools may be used for other tasks, such as researching clinical questions; where available, students must opt out of having the data they submit to generative AI systems be used for the system's own training.",Any use of AI for clinical documentation must adhere to the policies and guidelines of the clinical site and comply with HIPAA regulations to ensure the confidentiality and security of patient information; students must ensure that protected health information (PHI) is only used with approved AI systems and shared in a secure manner.,"Students must be transparent about AI usage and accountable for their work; any use of AI tools in assignments, research, clinical documentation, or other academic work must be clearly cited according to institutional guidelines; students must describe the nature and extent of AI assistance.",,,Faculty and administrative staff will monitor compliance with this policy; plagiarism detection tools may be used to verify originality in student work; violations of the policy will be subject to disciplinary actions per the Honor Code Policy.,no
raw/us-med-schools/u-oklahoma--ai-at-ou.md,University of Oklahoma Information Technology,guidance,updated 2026-08-05,students;faculty;staff,,Microsoft Copilot for Web available to OU faculty and staff; LiteLLM AI Sandbox infrastructure; AI-assisted Grading (grouping similar answers); Gradescope assessment tool.,,"As we continue to investigate the ability of AI features for our IT services, we are committed to providing transparent, user-friendly explanations and guidance.",AI-assisted Grading allows instructors to automatically group similar answers and grade all the answers in each group at once; Gradescope is a feedback and assessment tool with dynamic rubrics.,Microsoft Copilot for Web (organizational data protection);LiteLLM;LibreChat (Libraries AI Sandbox Pilot);ChatGPT;ClaudeAI (exploration);Zoom AI meeting features,View the Acceptable Use Policy for University Data.,no
raw/us-med-schools/u-oklahoma--ai-policies.md,University of Oklahoma (Center for Faculty Excellence),guidance,updated 2026-03-06,faculty;students;staff,,"OU's AI policies support responsible, ethical, and transparent use of AI across teaching, research, and operations: AI Administrative and Operational Guidance for Staff and Employees; AI Guidance for Students; AI Governance Policies; AI Teaching Guidance for Faculty; AI Research Guidance; Chief AI Officer's AI Roadmap.",,,,,,no
raw/us-med-schools/u-rochester--libguide-ai-ethics-policy.md,University of Rochester Medical Center (LibGuide),guidance,,students;faculty,,"AS&E encourages instructors to adopt ChatGPT/AI only after they consider (a) how the tools support course learning goals, and (b) how they can create alternative assignment options for students who want to avoid uploading their personal details and/or intellectual property into these platforms.",,"Detection is complicated, encouraging disclosure is recommended; when content of a publication has been impacted (even in the absence of using AI-generated text), this should be disclosed.",,,,no
raw/us-med-schools/u-rochester--responsible-use-ai-tools-data-security.md,University of Rochester Office of the Provost,guidance,,faculty;staff;students,It is imperative to remember that non-public or sensitive University information should never be uploaded into external AI tools-whether free or paid-unless there is a university agreement with the vendor approved by one of the various AI governance groups.,"Take advantage of our secure version of a generative AI chatbot, designed to securely handle medium- and high-risk institutional data.",,,,"chat.rochester.edu (secure university chatbot, exclusively for faculty, staff, and students)",,no
raw/us-med-schools/uc-davis--md-program-acceptable-use-genai-coursework.md,UC Davis School of Medicine,formal policy,enacted 2026-04; annual review cycle,students (MD),"GenAI may not be used to directly author any portion of a submitted assignment unless faculty or course leadership grants written permission;Students are prohibited from using GenAI tools to research or generate answers for closed-book assessments unless faculty or course leadership grants written permission;Students are not permitted to use external GenAI tools to generate patient care documentation, including notes, assessments, or care plans, except as outlined in the UC Davis Health Generative AI Services and Application Use Policy","Where the use of GenAI is permitted, the acceptable use of AI tools in a course is stated in the course syllabus or assignment instructions;only AI functionalities explicitly supported by the EHR, authorized by course leadership, and in strict adherence with University of California Health policies, may be used;where allowed for scholarly work, students must comply with GenAI disclosure requirements established by journals, conferences, or professional organizations","Under no circumstances should PHI be entered into any generative AI tool outside of a secure, institutionally supported system.","Any use of GenAI tools must be transparently disclosed, including the type of tool used and the nature of its contribution.","Faculty may choose to limit students' ability to upload, copy, or input the School's curricular materials (slides, articles, assignments, examinations, proprietary instructional content) into GenAI or similar platforms.",,"Violations of this policy constitute breaches of the Code of Academic Conduct and professionalism and will be addressed according to the School's procedures, including referrals to the Honor and Professionalism Council, the Committee on Student Promotions (CSP), and the Associate Dean for Students; consequences may result in remediation or disciplinary actions, including course failure and/or dismissal.",no
raw/us-med-schools/uc-irvine--dtei-generative-ai-for-teaching-learning.md,UC Irvine Division of Teaching Excellence and Innovation,guidance,,faculty;students,,"DTEI events, panels, and pitch competitions on leveraging generative AI in teaching and learning; video on using AI productively and responsibly at UC Irvine.",,,,,,no
raw/us-med-schools/uc-san-diego--academic-integrity-gen-ai.md,UC San Diego Academic Integrity Office,guidance,,faculty;students,,"Critical AI Literacy Canvas Module (adapted from Rush University CTEI) covering Recognition, Comprehension, Critical thinking, Proficiency; guidance on redesigning assessments for the age of AI.",,,How do I redesign assessments for the age of AI?; what can I do differently with grading to minimize the harms and maximize the benefits of GenAI; instructors may falsely believe AI detectors are valid and accurate.,ChatGPT;Claude;Grammarly (named as examples),,no
raw/us-med-schools/uc-san-diego--libguide-ai-and-academic-integrity.md,UC San Diego Library,guidance,,students;faculty;staff,,"UC San Diego is building an AI-enabled campus where students, faculty, and staff can confidently leverage trusted, secure, and responsible AI tools to enhance research, improve operations, and expand educational opportunities.",,,,,UCSD Policy on Integrity of Scholarship; Academic Integrity Office Statement of Artificial Intelligence.,no
raw/us-med-schools/uc-san-diego--privacy-guidelines-for-uses-of-ai-assistants.md,UC San Diego (Campus Privacy Office),formal policy,,students;faculty;staff,"P-4 data and sensitive P-3 data may not be discussed while AI features are enabled or the Meeting is being Captured;Individuals may not ""send"" an AI assistant to ""attend"" a Meeting on their behalf when the individual is not also present;Output of Captured Meetings may not be saved on personal devices or in personal accounts and must only be stored on university-approved services;hosts must remove AI assistants or stop Capture where an attendee objects or where Capturing is Prohibited or restricted","Individuals may only use AI Assistants that have been reviewed for privacy and security by the Campus Privacy Office and the Office of Information Assurance and are covered by a written agreement (Appendix DS, Appendix GDPR) executed by an authorized central contract officer;Capturing of Classes using approved tools allowed for documented disability accommodations and by instructors where students and attendees have been notified prior to the Class","Use of AI assistant features is prohibited for Meetings where identifiable human subjects research is discussed, except where the use of AI is part of the research project or there are approvals from the Campus Privacy Office and the IRB.","A Meaningful Opportunity to Object exists where participants had advance notice the Meeting would be Captured and given the opportunity to object, or are given the opportunity at the start; use of AI assistant systems must be disclosed in the IRB protocol.","Individuals are advised to use extreme caution when Capturing Educational Meetings where other P-3 personal or confidential information (e.g., research planning, assessments) is discussed; instructors should not Capture office hours where integrity issues are discussed.",,Instructors may remove unauthorized or unknown AI Assistants from Educational Meetings/Classes; a student's refusal to participate in a Meeting with AI features enabled should not be the subject of an adverse action.,no
raw/us-med-schools/uc-san-diego--senate-admin-workgroup-genai-education-report.pdf.md,UC San Diego (Senate-Admin Workgroup on GenAI in Education),guidance,2024-08-23 (final report),faculty;students,Students must not offload their thinking and doing to machines unless they were expected to do so by the course instructor and/or are transparent about their use.,"Course policies should specify which GenAI uses are allowed (brainstorming, grammar checking, research assistance) and which are prohibited (completing assignments without personal engagement); recommends AI literacy education, university-provided tools, and research on GenAI effectiveness.",Any tool(s) adopted by the University or used by students/instructors must protect private data (P3 & P4 levels) and preferably not share any of our data with the vendor for training purposes.,"Instructors should establish clear and transparent guidelines on the acceptable and unacceptable uses of GenAI tools in their class, as well as if they are using artificial intelligence in student feedback or grading.","Protect the Integrity of Academic Assessments: no single, uniform policy recommended for all of campus; instructors should craft policies per course; existing unproctored online exams are vulnerable.",,Academic Senate's Academic Integrity Policy states that instructors must report all suspected integrity violations to the Academic Integrity Office.,no
raw/us-med-schools/uconn--cetl-generative-ai.md,University of Connecticut (Center for Excellence in Teaching and Learning),guidance,,faculty;students,,"UConn has a contract with Microsoft for basic access to Copilot; due to protections, it is recommended, though not required, that you use Copilot.",,"You may also want to tell students whether and how you use generative AI yourself, in designing the course, developing materials, giving feedback, assessing work, or communicating with them.",,"Copilot (UConn Microsoft contract, recommended);ChatGPT;Gemini;Llama;Claude;Grammarly;Midjourney;Dall-E (named as examples)","AI use is governed by the Data Classification Policy, the Academic, Scholarly, and Professional Integrity and Misconduct Policy, and FERPA; consult the UConn Office of Community Standards and the university's academic misconduct policy for handling plagiarism and cheating.",no
raw/us-med-schools/uconn-health--ai-guidance-v20240314.pdf.md,UConn / UConn Health (IT Security),guidance,2024-03-14 (Ver 3/14/2024),students;faculty;staff,Allowable vs NOT ALLOWED uses per the Data Classification Policy (classification matrix in guidance).,"UConn and UConn Health are committed to using AI responsibly, transparently, and ethically across its domains.",,,,ChatGPT (named as the popularized model),,no
raw/us-med-schools/uconn-health--guidance-on-using-ai.md,UConn Health (Academic IT & Systems),guidance,,faculty;staff;students,,"Guidance page on using AI at UConn Health, updated frequently as the technology evolves.",,,,,,no
